899:15,17,301,363,364,709,1410,1815,5567,10930
900:2447,3829,4699,4719,14964,16155,31369,34573,87324,93302
911:76,564,2139,4586,16701,20836,21835,43400,54338,87631
918:17,58,70,84,94,327,361,650,736,2917
925:6,15,17,76,302,564,654,1806,13901,20277
926:6,58,84,116,302,322,354,861,1550,7973
937:138,302,354,518,616,654,736,776,1119,3915
949:17,76,669,866,1790,2704,6545,17185,23513,31189
964:17,65,94,119,353,947,970,2403,3207,4268
970:8,17,2656,4300,4613,5010,5998,14636,62975,83571
977:15,17,29,354,518,554,650,709,1217,11154
981:1002,1256,1757,1760,2715,3618,4513,6315,13881,14955
982:17,65,84,94,131,245,302,1119,2935,4420
984:15,17,395,616,654,709,1109,1217,4268,22047
992:17,70,226,245,508,780,2068,3137,8511,15992
993:29,58,76,84,138,354,361,654,1102,18057
998:15,17,84,138,301,364,542,564,650,6573
1000:6,17,29,58,65,84,542,709,3233,6751
1007:6,15,17,29,116,356,554,564,654,709
1027:168,661,801,1013,1400,2103,5953,9417,9874,10267
1028:6,17,58,76,301,302,354,518,616,1762
1044:6,17,84,285,301,302,303,736,1874,4288
1045:6,17,58,65,84,356,518,542,559,54418
1049:17,40,76,81,262,564,1069,2139,18148,85467
1068:13,17,76,1256,5975,6315,8928,18201,60140,73569
1069:84,101,138,301,322,654,749,1187,1217,28684
1070:15,17,56,58,84,518,542,616,1405,5553
1082:6,84,101,138,162,301,518,650,1102,15141
1083:17,302,654,1034,1800,2029,2558,2908,3582,10402
1088:8,17,119,616,2982,6809,7451,9885,10046,12442
1094:6,29,58,70,301,322,363,616,736,1039
1116:65,70,76,224,301,302,361,654,866,122697
1121:17,61,273,654,736,1372,1578,20884,23104,70332
1125:58,84,278,616,654,829,1039,2982,3191,55274
1127:6,8,15,17,65,427,1703,20505,54107,107983
1132:8,15,17,32,58,508,542,591,650,2200
1133:8,15,76,101,301,354,518,650,1102,3476
1140:15,58,61,62,84,302,322,542,564,616
1141:17,327,787,1079,4671,7468,9594,10695,14259,75835
1148:17,76,375,641,1176,2406,4976,5356,16701,61787
1153:17,58,138,354,518,616,654,1102,6968,26460
1163:17,669,713,866,1097,13523,30466,54777,71020,105771
1166:17,32,61,103,131,353,999,1405,4268,5117
1172:15,17,61,103,364,616,656,889,7984,56962
1192:6,17,58,138,322,518,542,616,1102,18209
1204:6,15,17,58,61,245,302,322,616,654
1208:15,17,58,285,302,542,650,654,2618,10442
1209:76,168,661,719,1147,1218,1326,2140,2318,8860
1234:168,574,661,719,2103,3698,5235,8860,15949,38251
1236:17,32,65,76,302,2055,4852,8673,89469,98068
1245:65,84,301,302,354,654,736,873,1187,10946
1263:17,58,84,285,302,322,542,650,861,1384
1267:73,1204,1567,1960,2200,6485,6837,19300,22723,29552
1269:2880,3107,4021,4755,6434,7859,8848,12990,16519,21771
1288:61,398,542,692,1017,15767,67016,73561,87616,117489
1295:6,15,76,101,518,542,616,1155,6759,8730
1296:6,17,29,58,84,354,650,654,709,1462
1302:17,162,285,289,322,542,616,650,709,1196
1305:6,17,28,58,84,322,591,13732,19757,30528
1342:17,58,84,302,518,616,654,1102,5998,6212
1382:15,17,32,84,131,245,787,2200,11243,108618
1389:17,76,238,518,1305,36171,40853,61636,75115,77459
1391:17,76,302,669,866,26376,59550,66418,95791,104871
1397:17,81,140,226,986,1749,2379,2967,3819,12589
1402:6,58,76,84,138,301,302,354,616,650
1405:17,669,866,4697,24722,89933,92558,95791,96890,106442
1407:17,58,76,285,302,486,542,616,766,1324
1408:17,58,84,302,518,564,616,1985,6400,109236
1409:8,101,138,179,354,387,616,908,6503,51517
1412:17,58,70,84,302,616,654,866,2013,5581
1413:6,15,116,162,285,289,322,542,1476,3250
1418:15,94,138,285,289,322,363,654,736,1405
1419:1712,4755,5450,5624,6434,7831,7880,8225,23191,35625
1420:8,70,179,302,354,654,736,866,1187,1762
1427:15,17,29,61,1344,3159,3476,4187,4203,18867
1430:58,766,1196,2657,3057,4522,17443,24893,49420,79080
1431:6,58,76,84,138,285,322,616,654,726
1435:6,58,61,84,301,302,322,364,616,1930
1437:17,40,76,358,650,698,2069,2139,3394,45181
1441:17,669,866,931,6559,6745,7211,21193,52711,67843
1447:15,17,131,616,787,3233,4967,18867,66611,120446
1448:17,76,431,6559,8077,8153,13895,33176,44479,118605
1457:17,322,616,650,4013,15836,24720,28104,56423,63225
1458:15,17,58,165,402,486,616,999,2200,14330
1469:6,58,76,84,162,301,302,616,12259,32741
1477:17,84,245,736,899,6527,12056,22136,54442,82704
1486:76,168,984,5357,8783,8860,17622,19712,43358,91530
1490:17,65,76,302,546,866,2121,2139,6287,10973
1491:6,58,84,138,302,616,650,654,16127,53322
1500:15,58,61,245,302,518,861,1196,2101,5103
1503:8,58,354,454,616,654,736,1762,2519,3234
1517:17,302,33238,33796,87930,88139,88164,95331,95964,111233
1518:17,65,2880,3107,3535,3704,4755,7667,14636,59816
1535:58,116,236,302,356,1614,1912,6673,9342,27465
1551:8,15,162,354,518,616,650,736,3234,8276
1552:17,76,669,866,9095,10906,13992,19245,29723,89980
1553:17,61,518,542,616,902,1953,8683,111130,117146
1559:6,76,289,302,322,354,616,650,654,5991
1560:15,17,58,61,103,518,3297,10323,17164,85755
1561:97,542,616,813,902,1023,3213,8868,9617,41961
1562:29,138,162,289,616,654,709,1102,5465,6809
1569:81,226,986,3756,5254,34595,69468,91440,107125,109858
1570:8,17,302,654,7166,7905,17123,18835,24164,45842
1588:84,155,301,899,947,1119,1187,3886,10092,91208
1589:15,58,70,84,138,354,650,654,899,1217
1591:17,76,669,866,12464,35798,37771,62108,69776,86542
1601:17,32,76,736,749,899,1119,3841,6590,90876
1602:15,17,131,185,508,518,1744,1987,16056,23156
1629:15,17,61,103,119,518,559,1039,1410,42352
1634:17,2265,9095,9662,13782,15749,26131,46303,57108,83050
1642:6,8,58,138,302,354,518,542,654,1102
1653:6,8,17,58,101,301,322,542,736,23813
1654:32,84,101,302,322,364,518,542,650,1196
1655:8,15,29,138,289,354,542,650,654,1009
1668:15,29,84,162,289,363,616,650,6855,15522
1681:6,17,29,58,84,138,518,616,866,3915
1703:70,84,116,302,518,650,709,1119,7312,20192
1721:15,17,58,76,245,302,654,1908,34700,119968
1727:17,32,301,363,542,1380,5315,29094,58230,68712
1728:6,58,84,138,239,301,302,354,650,866
1745:6,17,32,61,245,285,327,1410,33360,93561
1746:17,101,302,542,616,650,1140,1511,2233,33821
1751:8,76,84,101,206,327,427,14259,19552,54638
1756:8,542,803,944,1102,1180,1403,1733,2537,3347
1758:17,32,394,402,486,542,616,650,1196,1220
1761:5381,5726,10904,23824,28921,34319,42190,71444,101433,101621
1767:58,70,84,138,301,354,736,866,1102,1187
1779:17,76,669,866,1674,17395,37843,56748,65741,86913
1780:64,1675,1772,9354,10246,10404,32351,42440,68717,88524
1783:8,15,17,58,162,542,736,861,7407,109988
1787:6,15,29,289,354,518,616,1217,19442,80619
1788:140,731,780,1884,1888,2241,2379,2967,14906,18777
1794:15,17,32,245,402,427,616,1196,1832,1930
1796:15,29,84,542,650,654,861,2166,2770,10012
1803:6,17,32,70,76,301,542,654,709,736
1820:65,189,1352,1712,2880,5450,5624,6434,10041,23191
1821:17,32,61,103,1405,2302,2770,4268,4899,5117
1822:6,8,17,32,58,616,1196,2976,3476,10560
1823:6,15,17,84,138,285,289,650,1220,39119
1840:60,162,301,322,354,542,616,650,736,1009
1841:463,801,984,2103,2318,2833,3211,8860,9491,40015
1842:6,17,58,84,302,322,354,518,542,616
1850:6,8,17,28,285,289,301,302,1941,16813
1853:15,17,167,302,866,1196,7037,7546,15350,63472
1854:6,17,289,303,542,861,1039,1387,1744,2848
1862:65,119,138,239,302,616,1102,3915,5319,94734
1880:17,94,138,354,736,947,1023,1119,2935,4420
1883:6,8,58,302,518,542,654,1204,3915,4502
1890:8,302,650,654,776,3448,4203,4756,6673,14750
1891:15,17,58,76,84,302,518,616,650,654
1893:6,15,58,61,76,185,364,616,654,6011
1894:8,58,70,138,301,508,564,654,1023,18287
1911:2089,5975,8345,9286,13392,17316,26319,29000,29727,53100
1912:8,17,138,224,226,302,354,518,564,1462
1913:8,17,58,302,861,1196,2644,4032,18062,27479
1930:197,5111,5627,6754,7160,8069,13049,13995,18269,48930
1932:17,76,890,5097,8117,9354,30513,32351,34799,95798
1950:15,162,301,363,542,861,1196,1548,3465,4254
1951:17,1099,1196,2121,5182,23464,31609,36996,37497,42869
1952:6,17,76,84,162,285,289,322,616,3234
2005:15,119,302,356,518,542,1102,1217,8868,65726
2017:17,12810,13894,26739,44039,47586,58208,101380,107733,123006
2025:17,29,236,866,5415,6673,6766,10075,18512,33660
2030:17,226,262,568,3374,3423,5767,8588,13544,22689
2034:6186,6484,9914,15419,24432,26838,43115,47232,58219,116326
2038:17,45,302,654,12222,46978,88527,94694,100615,106150
2046:9691,10492,13889,14117,45839,62962,65072,75787,85712,91537
2058:17,76,669,866,12495,12597,17944,48197,88234,121818
2068:17,245,559,1405,1451,1800,3476,3728,5567,9617
2070:15,84,493,510,542,803,1403,2537,13580,54155
2071:70,302,354,518,559,616,650,1462,2085,17123
2072:138,302,354,518,654,736,1102,1119,4364,18109
2074:533,603,924,4660,4671,5975,7926,10180,11590,82704
2075:6,15,28,245,302,542,548,654,3476,56192
2076:17,76,669,866,31355,31418,31990,32044,104101,106456
2077:17,29,138,301,518,654,656,736,1102,10930
2080:6,17,29,58,356,542,564,654,861,16104
2085:518,542,829,1382,1578,3476,11720,14654,24958,89092
2097:65,84,124,138,302,559,564,616,709,18867
2112:17,76,226,463,661,866,1400,2153,5480,7180
2115:17,32,65,103,119,245,542,902,999,3233
2116:15,17,62,224,236,363,542,891,1119,1187
2123:17,29,65,76,138,518,654,899,1102,4420
2135:17,226,245,500,564,616,780,1359,1966,69079
2141:17,81,698,780,866,4194,33815,34319,65080,73016
2147:398,3233,3250,3448,3791,4756,6059,12673,13636,14750
2154:463,661,719,2103,2677,5010,5480,7180,8860,9783
2160:15,17,84,188,322,518,554,861,4174,30094
2162:463,661,719,1400,2012,2103,5480,7118,10267,14226
2170:6,15,17,58,61,510,518,542,564,709
2177:17,2021,2596,3329,4009,5403,8973,14500,46328,85585
2184:6,58,84,162,322,354,616,11522,13683,16996
2185:8,17,76,302,542,564,616,650,999,70543
2187:17,76,81,224,302,669,840,866,2548,11578
2211:17,197,226,3913,8069,13049,14793,27070,57714,62500
2223:17,70,76,81,533,866,2139,2292,5812,11469
2243:15,17,32,119,131,245,327,508,559,5122
2244:17,58,124,542,564,616,1405,1548,3915,9943
2247:6,84,116,302,554,650,3249,3250,11447,27293
2250:17,2259,4103,7838,9417,12812,20514,34319,49715,71709
2253:226,986,1884,2204,2967,3137,3718,3819,5103,13544
2260:17,302,8676,23423,44486,57522,92090,98813,112296,114014
2261:15,58,76,302,354,654,1102,1631,4420,8276
2262:17,76,96,669,866,20127,27583,29149,66573,122358
2290:15,29,65,94,285,518,1102,2085,8276,19197
2291:6,17,29,76,84,101,162,285,616,13636
2293:17,84,101,236,939,4613,4907,5010,32906,84198
2301:17,302,429,1036,2032,2886,4032,7611,16249,50330
2302:17,866,1605,13170,15642,16229,39395,48738,74881,117418
2304:463,661,719,984,1528,2103,4672,5480,9874,10267
2318:116,353,654,1217,1548,3234,3476,8276,12612,23243
2325:8,84,302,354,616,654,736,899,4420,12776
2335:15,17,138,289,302,356,616,736,1119,9217
2343:17,273,302,322,394,616,654,840,13419,55516
2346:17,70,76,81,138,302,616,986,13178,39703
2347:17,866,2186,8400,14754,35262,54589,64260,87351,109758
2348:15,17,70,179,226,302,542,650,829,1888
2362:17,76,81,224,302,669,866,2196,38354,92282
2363:6,17,29,289,301,302,322,616,650,8276
2364:76,84,101,301,302,322,354,616,650,2655
2369:17,2934,3180,5598,5638,9388,11644,14964,16155,37386
2373:17,58,76,84,302,354,616,654,953,1462
2381:17,58,162,302,394,495,654,1109,17431,67084
2382:8,17,58,119,327,564,650,12776,26335,41137
2384:17,84,94,109,131,947,1119,2935,4420,34573
2385:6,17,29,58,84,302,354,616,650,21934
2392:17,76,81,669,866,2703,31246,35128,48933,110373
2393:15,17,301,327,508,559,787,1023,1190,9617
2394:15,70,84,138,302,542,616,654,5465,18867
2395:15,17,76,84,289,322,616,650,3234,41011
2399:17,76,226,564,698,1023,3672,10842,13088,45956
2405:8,15,58,356,542,559,1196,1410,2917,6024
2407:17,76,866,890,1649,1730,7680,10039,18287,24838
2408:8,58,76,84,301,302,650,654,866,58419
2419:17,76,302,500,568,654,2447,17224,26492,44167
2429:17,302,354,361,654,9482,9890,13817,40846,63236
2447:6,29,76,84,289,301,354,736,866,1102
2452:17,2282,2848,8349,10127,19376,22856,24481,25216,35268
2453:17,302,866,13189,16642,23740,24197,29657,68631,71417
2454:189,1352,1527,1712,2880,3107,5624,6434,7880,8225
2456:6,17,29,58,76,84,354,616,650,736
2461:6,29,153,518,542,1382,1410,1548,2158,3304
2464:8,58,76,301,354,650,654,736,1762,12883
2465:58,84,119,138,301,354,559,616,866,1102
2469:58,61,84,138,245,302,354,542,559,616
2489:17,76,168,719,801,984,1326,2632,4877,51061
2491:17,76,669,866,2319,13058,42430,73938,78134,98403
2499:17,58,76,302,1097,13523,33330,50804,58941,92989
2500:29,65,84,354,361,654,709,4671,7334,11626
2501:17,76,162,302,931,947,6691,7620,43586,56559
2505:6,15,17,29,58,84,542,616,654,8105
2510:17,76,1460,3650,5567,26937,30139,30152,41523,72788
2515:17,58,116,564,650,698,9349,12361,37186,94761
2518:17,40,76,890,3928,5097,10254,15191,56946,76202
2520:15,32,84,542,1039,5312,8016,8546,12011,22121
2521:8,84,398,454,616,654,1462,3753,12427,52270
2524:17,58,76,84,138,302,616,650,654,866
2536:6,15,17,322,364,542,554,559,564,1196
2541:15,58,84,301,302,354,518,654,1196,4420
2547:17,62,302,354,650,749,1245,17681,23503,27535
2553:14109,18082,18939,20567,21091,25366,31025,37961,81086,88547
2558:661,859,1296,1758,3211,9247,11626,12254,18867,74498
2560:6,15,29,58,76,84,301,354,616,645
2563:6,15,58,302,322,564,654,861,902,8276
2573:6,29,58,76,84,616,749,7178,8868,14129
2591:6,17,58,162,238,542,564,654,861,5575
2596:17,84,147,366,518,654,1342,7477,8964,10121
2597:17,262,780,986,2241,3137,3374,3423,28926,28953
2601:17,302,1077,7334,7468,11855,14259,32661,36266,83175
2604:70,226,367,582,3477,8167,12332,33152,49890,71599
2611:8,84,245,302,354,787,1119,9617,14108,57718
2612:6,15,17,58,245,486,518,542,861,902
2615:6,29,61,84,289,301,518,542,650,12358
2625:17,226,245,774,1462,1827,2403,8117,9354,99182
2626:6,84,116,162,289,301,302,354,616,2897
2634:17,409,422,813,8213,10046,18477,25811,55514,71850
2636:29,58,76,84,138,354,650,654,866,1102
2639:17,377,533,1449,4600,9425,21669,26621,34116,75057
2650:17,4308,10451,14600,23102,33609,77260,88022,97607,103650
2661:245,1099,1405,2470,3741,8020,11633,28738,44779,51759
2663:8,17,58,84,302,654,866,899,908,2583
2666:17,58,239,394,542,616,650,654,1550,3250
2676:162,1168,1567,3244,3563,4174,5420,10279,12821,24698
2689:15,17,58,162,245,285,322,363,1196,74776
2693:17,790,3419,10178,10408,11416,11796,13476,45084,118736
2708:8,15,17,58,70,116,363,616,1208,2484
2709:17,65,119,131,238,245,787,1389,2955,15676
2713:8,17,61,185,245,364,508,1951,13615,40590
2715:72,661,984,1400,2259,2833,7180,8733,10267,14226
2716:17,81,500,1460,5381,7127,13400,16542,21085,56430
2727:6,29,58,84,138,301,354,616,1102,7909
2730:8,15,17,29,61,542,616,650,654,787
2731:29,76,84,101,301,354,616,650,866,1102
2734:17,76,564,698,736,866,1069,4017,61231,97618
2735:1527,1712,3107,3328,7880,8848,12990,16174,20806,21771
2737:17,58,70,84,302,616,654,33585,36349,38152
2745:17,61,76,245,254,302,354,546,7910,82704
2746:698,22338,23595,25368,25466,27209,37647,40142,67880,115859
2748:327,5287,7320,14852,30279,32274,42057,45088,72620,89358
2756:8,58,76,302,616,650,654,925,1550,12965
2760:6,29,76,84,138,289,301,650,861,1102
2776:17,76,621,669,866,8178,77413,78374,80420,87246
2799:17,76,1002,3618,4513,5083,6315,8928,9043,10163
2802:58,76,302,2594,4753,8788,20972,32162,53525,62961
2803:17,670,2074,2595,11718,14237,15148,19829,88529,103120
2804:17,58,76,84,224,302,354,650,654,3071
2805:17,58,81,616,873,3191,4348,4707,23495,37533
2812:6,8,289,301,302,354,650,654,736,22606
2815:463,984,1682,8252,10597,10752,12136,24843,28387,85234
2827:94,273,366,1764,2428,5017,7059,8118,8964,17390
2831:29,58,76,84,138,301,354,591,654,866
2846:101,190,302,387,518,542,616,654,944,16056
2848:6,15,17,29,76,289,521,616,654,1217
2853:17,262,669,866,1081,11243,18850,29458,34823,38736
2854:70,84,189,302,354,654,736,1119,2935,104226
2857:17,245,302,353,650,1133,1476,1554,32426,57431
2858:6,15,17,29,84,162,289,354,542,1102
2861:5975,8875,12294,28631,34070,35965,46215,76253,84603,100504
2871:189,378,1527,1712,2715,2880,3107,4755,57940,63236
2907:58,70,84,116,138,302,354,654,866,1109
2912:17,76,226,375,1435,3789,7793,17990,42933,45956
2914:8,15,17,58,510,518,542,591,650,1102
2924:17,76,168,226,984,2028,5480,23285,32100,53138
2925:5398,7851,8819,12165,15337,33009,46732,53988,54442,72804
2947:17,175,262,2741,22876,25816,39466,46125,66050,90863
2951:3,17,285,302,866,2745,11919,12712,14755,110803
2959:17,225,302,332,616,944,1050,5947,7869,13832
2960:17,32,65,119,891,899,1187,2644,8151,8579
2963:17,322,361,363,364,409,616,1023,1089,1511
2965:17,76,698,986,2512,2951,14885,17317,29174,57868
2967:8,245,564,616,654,1287,2268,4991,8875,10616
2970:17,302,616,2503,5575,5702,17717,19841,20949,46421
2977:8,17,58,84,302,616,654,3915,14685,59612
2981:29,84,162,289,301,322,518,650,1217,1455
2989:17,32,76,302,650,709,873,1187,1196,29419
2990:6212,8159,8867,11590,15366,22420,29000,29727,32413,76306
3002:17,669,866,1247,1387,6772,6926,10003,12066,72788
3004:168,463,801,984,1400,2833,3211,3601,3709,8860
3011:17,76,669,866,2807,3229,48934,60955,61169,120511
3013:17,70,1352,1712,2510,2880,3107,4755,5975,8772
3037:17,76,669,866,42168,81883,81902,81930,81941,81967
3038:17,247,6503,7021,10492,16016,69606,70543,100119,104494
3044:8,58,76,289,302,616,650,654,1102,2369
3070:17,2354,4146,6117,8129,8783,10692,24647,26437,32042
3081:17,76,354,654,20178,25103,26821,47852,59150,95874
3100:6,76,84,101,285,302,354,616,650,64596
3102:135,168,463,574,984,1400,3927,5480,6714,14754
3105:8,17,58,138,301,302,564,591,650,36226
3107:70,140,521,1023,2379,2967,5767,6849,18867,28943
3110:17,58,81,262,378,873,4021,8586,34407,35716
3111:8,58,101,302,542,616,650,11100,50239,53315
3113:8,17,76,225,285,302,13832,19789,23989,28738
3121:6,8,70,101,116,322,361,709,1535,1762
3125:17,70,182,354,654,736,749,3017,5581,18319
3126:17,76,669,866,891,1119,6381,25298,50317,69383
3129:6,61,84,289,302,322,542,559,616,8276
3139:17,58,76,84,254,302,354,361,654,38956
3144:463,698,709,719,1400,5480,7180,8324,22215,38046
3152:8,11,17,76,190,236,616,4802,10217,12776
3166:17,76,669,762,810,866,9206,9895,110858,112545
3167:17,76,238,262,361,500,564,1730,1790,43490
3169:15,301,518,542,559,616,654,6292,21632,36134
3170:8,17,58,76,302,564,616,650,5553,95151
3172:8,17,58,76,302,542,616,654,736,7769
3176:15,58,76,84,138,354,495,616,650,5344
3183:17,29,709,2857,6901,10302,10692,18867,27427,28389
3184:817,857,5145,6021,8935,10175,11754,26139,53060,68413
3193:6,8,58,138,285,354,518,726,1196,3476
3195:8,17,84,302,518,616,654,5791,6789,54290
3220:6,84,138,289,616,650,736,866,1102,2059
3229:17,81,301,302,345,1790,6673,33118,37656,39433
3234:76,301,302,354,518,654,866,1102,1762,20591
3237:17,224,669,866,17376,22678,54099,56913,58923,87614
3238:8,17,65,76,128,302,616,889,1190,6793
3239:6,17,29,58,76,84,138,354,616,650
3246:533,603,911,5319,8772,11681,13971,43888,51099,79711
3258:6,8,15,17,58,322,542,564,654,861
3263:17,58,302,542,554,564,780,3223,18867,39980
3264:17,76,81,238,669,866,2789,42545,66874,107075
3277:76,168,463,719,984,2318,6387,9874,10267,40263
3279:17,58,70,84,224,361,564,650,5739,7685
3295:17,76,81,866,1730,2139,2292,5097,5812,91852
3305:17,76,262,500,805,866,2139,4979,5726,10543
3306:2354,6901,10322,11653,21500,23395,25351,26437,38583,100512
3308:17,32,65,388,511,616,787,2200,6793,14892
3309:84,285,289,302,518,542,616,650,1196,1806
3319:17,76,81,669,866,3003,19121,28117,58432,60638
3320:197,2548,3196,6754,7160,8069,10541,11321,13995,17380
3328:29,44,58,84,116,138,354,616,650,1102
3329:17,76,81,429,2703,12090,26360,34936,37524,91081
3335:6,58,84,138,301,650,654,837,3476,59585
